id	countryCode	occurrenceStatus	establishmentMeans
37903	PT	Present	Alien
37904	PT	Present	Alien
37905	PT	Present	Alien
37906	PT	Present	Alien
37907	PT	Present	Alien
37908	PT	Present	Alien
37909	PT	Present	Alien
37910	PT	Present	Alien
37911	PT	Present	Alien
37912	PT	Present	Alien
37913	PT	Present	Alien
37914	PT	Present	Alien
37915	PT	Present	Alien
37916	PT	Present	Alien
37917	PT	Present	Alien
37918	PT	Present	Alien
37919	PT	Present	Alien
37920	PT	Present	Alien
37921	PT	Present	Alien
37922	PT	Present	Alien
37923	PT	Present	Alien
37924	PT	Present	Alien
37925	PT	Present	Alien
37926	PT	Present	Alien
37927	PT	Present	Alien
37928	PT	Present	Alien
37929	PT	Present	Alien
37930	PT	Present	Alien
37931	PT	Present	Alien
37932	PT	Present	Alien
37933	PT	Present	Alien
37934	PT	Present	Alien
37935	PT	Present	Alien
37936	PT	Present	Alien
37937	PT	Present	Alien
37938	PT	Present	Alien
37939	PT	Present	Alien
37940	PT	Present	Alien
37941	PT	Present	Alien
37942	PT	Present	Alien
37943	PT	Present	Alien
37944	PT	Present	Alien
37945	PT	Present	Alien
37946	PT	Present	Alien
37947	PT	Present	Alien
37948	PT	Present	Alien
37949	PT	Present	Alien
37950	PT	Present	Alien
37951	PT	Present	Alien
37952	PT	Present	Alien
37953	PT	Present	Alien
37954	PT	Present	Alien
37955	PT	Present	Alien
37956	PT	Present	Alien
37957	PT	Present	Alien
37958	PT	Present	Alien
37959	PT	Present	Alien
37960	PT	Present	Alien
37961	PT	Present	Alien
37962	PT	Present	Alien
37963	PT	Present	Alien
37964	PT	Present	Alien
37965	PT	Present	Alien
37966	PT	Present	Alien
37967	PT	Present	Alien
37968	PT	Present	Alien
37969	PT	Present	Alien
37970	PT	Present	Alien
37971	PT	Present	Alien
37972	PT	Present	Alien
37973	PT	Present	Alien
37974	PT	Present	Alien
37975	PT	Present	Alien
37976	PT	Present	Alien
37977	PT	Present	Alien
37978	PT	Present	Alien
37979	PT	Present	Alien
37980	PT	Present	Alien
37981	PT	Present	Alien
37982	PT	Present	Alien
37983	PT	Present	Alien
37984	PT	Present	Alien
37985	PT	Present	Alien
37986	PT	Present	Alien
37987	PT	Present	Alien
37988	PT	Present	Alien
37989	PT	Present	Alien
37990	PT	Present	Alien
37991	PT	Present	Alien
37992	PT	Present	Alien
37993	PT	Present	Alien
37994	PT	Present	Alien
37995	PT	Present	Alien
37996	PT	Present	Alien
37997	PT	Present	Alien
37998	PT	Present	Alien
37999	PT	Present	Alien
38000	PT	Present	Alien
38001	PT	Present	Alien
38002	PT	Present	Alien
38003	PT	Present	Alien
38004	PT	Present	Alien
38005	PT	Present	Alien
38006	PT	Present	Alien
38007	PT	Present	Alien
38008	PT	Present	Alien
38009	PT	Present	Alien
38010	PT	Present	Alien
38011	PT	Present	Alien
38012	PT	Present	Alien
38013	PT	Present	Alien
38014	PT	Present	Alien
38015	PT	Present	Alien
38016	PT	Present	Alien
38017	PT	Present	Alien
38018	PT	Present	Alien
38019	PT	Present	Alien
38020	PT	Present	Alien
38021	PT	Present	Alien
38022	PT	Present	Alien
38023	PT	Present	Alien
38024	PT	Present	Alien
38025	PT	Present	Alien
38026	PT	Present	Alien
38027	PT	Present	Alien
38028	PT	Present	Alien
38029	PT	Present	Alien
38030	PT	Present	Alien
38031	PT	Present	Alien
38032	PT	Present	Alien
38033	PT	Present	Alien
38034	PT	Present	Alien
38035	PT	Present	Alien
38036	PT	Present	Alien
38037	PT	Present	Alien
38038	PT	Present	Alien
38039	PT	Present	Alien
38040	PT	Present	Alien
38041	PT	Present	Alien
38042	PT	Present	Alien
38043	PT	Present	Alien
38044	PT	Present	Alien
38045	PT	Present	Alien
38046	PT	Present	Alien
38047	PT	Present	Alien
38048	PT	Present	Alien
38049	PT	Present	Alien
38050	PT	Present	Alien
38051	PT	Present	Alien
38052	PT	Present	Alien
38053	PT	Present	Alien
38054	PT	Present	Alien
38055	PT	Present	Alien
38056	PT	Present	Alien
38057	PT	Present	Alien
38058	PT	Present	Alien
38059	PT	Present	Alien
38060	PT	Present	Alien
38061	PT	Present	Alien
38062	PT	Present	Alien
38063	PT	Present	Alien
38064	PT	Present	Alien
38065	PT	Present	Alien
38066	PT	Present	Alien
38067	PT	Present	Alien
38068	PT	Present	Alien
38069	PT	Present	Alien
38070	PT	Present	Alien
38071	PT	Present	Alien
38072	PT	Present	Alien
38073	PT	Present	Alien
38074	PT	Present	Alien
38075	PT	Present	Alien
38076	PT	Present	Alien
38077	PT	Present	Alien
38078	PT	Present	Alien
38079	PT	Present	Alien
38080	PT	Present	Alien
38081	PT	Present	Alien
38082	PT	Present	Alien
38083	PT	Present	Alien
38084	PT	Present	Alien
38085	PT	Present	Alien
38086	PT	Present	Alien
38087	PT	Present	Alien
38088	PT	Present	Alien
38089	PT	Present	Alien
38090	PT	Present	Alien
38091	PT	Present	Alien
38092	PT	Present	Alien
38093	PT	Present	Alien
38094	PT	Present	Alien
38095	PT	Present	Alien
38096	PT	Present	Alien
38097	PT	Present	Alien
38098	PT	Present	Alien
38099	PT	Present	Alien
38100	PT	Present	Alien
38101	PT	Present	Alien
38102	PT	Present	Alien
38103	PT	Present	Alien
38104	PT	Present	Alien
38105	PT	Present	Alien
38106	PT	Present	Alien
38107	PT	Present	Alien
38108	PT	Present	Alien
38109	PT	Present	Alien
38110	PT	Present	Alien
38111	PT	Present	Alien
38112	PT	Present	Alien
38113	PT	Present	Alien
38114	PT	Present	Alien
38115	PT	Present	Alien
38116	PT	Present	Alien
38117	PT	Present	Alien
38118	PT	Present	Alien
38119	PT	Present	Alien
38120	PT	Present	Alien
38121	PT	Present	Alien
38122	PT	Present	Alien
38123	PT	Present	Alien
38124	PT	Present	Alien
38125	PT	Present	Alien
38126	PT	Present	Alien
38127	PT	Present	Alien
38128	PT	Present	Alien
38129	PT	Present	Alien
38130	PT	Present	Alien
38131	PT	Present	Alien
38132	PT	Present	Alien
38133	PT	Present	Alien
38134	PT	Present	Alien
38135	PT	Present	Alien
38136	PT	Present	Alien
38137	PT	Present	Alien
38138	PT	Present	Alien
38139	PT	Present	Alien
38140	PT	Present	Alien
38141	PT	Present	Alien
38142	PT	Present	Alien
38143	PT	Present	Alien
38144	PT	Present	Alien
38145	PT	Present	Alien
38146	PT	Present	Alien
38147	PT	Present	Alien
38148	PT	Present	Alien
38149	PT	Present	Alien
38150	PT	Present	Alien
38151	PT	Present	Alien
38152	PT	Present	Alien
38153	PT	Present	Alien
38154	PT	Present	Alien
38155	PT	Present	Alien
38156	PT	Present	Alien
38157	PT	Present	Alien
38158	PT	Present	Alien
38159	PT	Present	Alien
38160	PT	Present	Alien
38161	PT	Present	Alien
38162	PT	Present	Alien
38163	PT	Present	Alien
38164	PT	Present	Alien
38165	PT	Present	Alien
38166	PT	Present	Alien
38167	PT	Present	Alien
38168	PT	Present	Alien
38169	PT	Present	Alien
38170	PT	Present	Alien
38171	PT	Present	Alien
38172	PT	Present	Alien
38173	PT	Present	Alien
38174	PT	Present	Alien
38175	PT	Present	Alien
38176	PT	Present	Alien
38177	PT	Present	Alien
38178	PT	Present	Alien
38179	PT	Present	Alien
38180	PT	Present	Alien
38181	PT	Present	Alien
38182	PT	Present	Alien
38183	PT	Present	Alien
38184	PT	Present	Alien
38185	PT	Present	Alien
38186	PT	Present	Alien
38187	PT	Present	Alien
38188	PT	Present	Alien
38189	PT	Present	Alien
38190	PT	Present	Alien
38191	PT	Present	Alien
38192	PT	Present	Alien
38193	PT	Present	Alien
38194	PT	Present	Alien
38195	PT	Present	Alien
38196	PT	Present	Alien
38197	PT	Present	Alien
38198	PT	Present	Alien
38199	PT	Present	Alien
38200	PT	Present	Alien
38201	PT	Present	Alien
38202	PT	Present	Alien
38203	PT	Present	Alien
38204	PT	Present	Alien
38205	PT	Present	Alien
38206	PT	Present	Alien
38207	PT	Present	Alien
38208	PT	Present	Alien
38209	PT	Present	Alien
38210	PT	Present	Alien
38211	PT	Present	Alien
38212	PT	Present	Alien
38213	PT	Present	Alien
38214	PT	Present	Alien
38215	PT	Present	Alien
38216	PT	Present	Alien
38217	PT	Present	Alien
38218	PT	Present	Alien
38219	PT	Present	Alien
38220	PT	Present	Alien
38221	PT	Present	Alien
38222	PT	Present	Alien
38223	PT	Present	Alien
38224	PT	Present	Alien
38225	PT	Present	Alien
38226	PT	Present	Alien
38227	PT	Present	Alien
38228	PT	Present	Alien
38229	PT	Present	Alien
38230	PT	Present	Alien
38231	PT	Present	Alien
38232	PT	Present	Alien
38233	PT	Present	Alien
38234	PT	Present	Alien
38235	PT	Present	Alien
38236	PT	Present	Alien
38237	PT	Present	Alien
38238	PT	Present	Alien
38239	PT	Present	Alien
38240	PT	Present	Alien
38241	PT	Present	Alien
38242	PT	Present	Alien
38243	PT	Present	Alien
38244	PT	Present	Alien
38245	PT	Present	Alien
38246	PT	Present	Alien
38247	PT	Present	Alien
38248	PT	Present	Alien
38249	PT	Present	Alien
38250	PT	Present	Alien
38251	PT	Present	Alien
38252	PT	Present	Alien
38253	PT	Present	Alien
38254	PT	Present	Alien
38255	PT	Present	Alien
38256	PT	Present	Alien
38257	PT	Present	Alien
38258	PT	Present	Alien
38259	PT	Present	Alien
38260	PT	Present	Alien
38261	PT	Present	Alien
38262	PT	Present	Alien
38263	PT	Present	Alien
38264	PT	Present	Alien
38265	PT	Present	Alien
38266	PT	Present	Alien
38267	PT	Present	Alien
38268	PT	Present	Alien
38269	PT	Present	Alien
38270	PT	Present	Alien
38271	PT	Present	Alien
38272	PT	Present	Alien
38273	PT	Present	Alien
38274	PT	Present	Alien
38275	PT	Present	Cryptogenic|Uncertain
38276	PT	Present	Alien
38277	PT	Present	Alien
38278	PT	Present	Alien
38279	PT	Present	Alien
38280	PT	Present	Alien
38281	PT	Present	Alien
38282	PT	Present	Alien
38283	PT	Present	Alien
38284	PT	Present	Alien
38285	PT	Present	Alien
38286	PT	Present	Alien
38287	PT	Present	Alien
38288	PT	Present	Alien
38289	PT	Present	Alien
38290	PT	Present	Alien
38291	PT	Present	Alien
38292	PT	Present	Alien
38293	PT	Present	Alien
38294	PT	Present	Alien
38295	PT	Present	Alien
38296	PT	Present	Alien
38297	PT	Present	Alien
38298	PT	Present	Alien
38299	PT	Present	Alien
38300	PT	Present	Alien
38301	PT	Present	Alien
38302	PT	Present	Alien
38303	PT	Present	Alien
38304	PT	Present	Alien
38305	PT	Present	Alien
